Item,Matched_Category,Match_Score,Final_Category
"Early foods Ragi Sesame A2 Ghee Laddoos, 250g",Baby food ,86,Baby food 
"Early foods Ragi Chocolate A2 Ghee Laddoos, 250g",Nursery and gear ,86,Nursery and gear 
"Early foods Dry Ginger A2 Ghee Laddoos, 250g",Diapers ,86,Diapers 
"Early foods Jowar Flax Seeds A2 Ghee Laddoos, 250g",Baby food ,86,Baby food 
"Early foods Bajra A2 Ghee Laddoos, 250g",Baby food ,86,Baby food 
"Early foods Twin Pack - Multigrain Millet Rusk, 230gX2",Baby food ,100,Baby food 
"Early foods Twin Pack - Jowar Millet Rusk, 230gX2",Baby food ,88,Baby food 
"Early foods Twin Pack - Ragi Millet Rusk, 230gX2",Baby food ,92,Baby food 
"Early foods Multigrain Millet Rusk, 230g",Baby food ,88,Baby food 
"Early foods Ragi Millet Rusk, 230g",Baby food ,86,Baby food 
"Early foods Jowar Millet Rusk, 230g",Baby food ,86,Baby food 
"Greendigo Organic Cotton Sustainable Plush/Soft Toy for Baby Boys, Girls and Kids, Super-Soft, Safe, Great Birthday Gift (Hen)",Baby care ,86,Baby care 
"Greendigo Organic Cotton Sustainable Plush/Soft Toy for Baby Boys, Girls and Kids, Super-Soft, Safe, Great Birthday Gift (Elephant)",Baby care ,86,Baby care 
"Greendigo Organic Cotton Sustainable Plush/Soft Toy for Baby Boys, Girls and Kids, Super-Soft, Safe, Great Birthday Gift (Owl)",Baby care ,86,Baby care 
"Greendigo Organic Cotton Sustainable Plush/Soft Toy for Baby Boys, Girls and Kids, Super-Soft, Safe, Great Birthday Gift (Mouse)",Baby care ,86,Baby care 
"Greendigo Sustainable Muslin Cotton Set of 2 bibs for newborn babies and infants, soft and absorbent, multi colour",Baby clothing ,100,Baby clothing 
"Greendigo Sustainable Muslin Cotton Set of 2 bibs for newborn babies and infants, soft and absorbent, multi colour",Baby clothing ,100,Baby clothing 
"Greendigo Sustainable Muslin Cotton Set of 2 bibs for newborn babies and infants, soft and absorbent, multi colour",Baby clothing ,100,Baby clothing 
"Greendigo 100% Organic Cotton Half Sleeve Rompers, Sleepsuit, Onesie for newborn baby",Baby care ,86,Baby care 
"Greendigo 100% Organic Cotton Half Sleeve Rompers, Sleepsuit, Onesie for newborn baby",Baby care ,86,Baby care 
"Greendigo 100% Organic Cotton Half Sleeve Rompers, Sleepsuit, Onesie for newborn baby girls",Baby care ,86,Baby care 
"Greendigo 100% Organic Cotton Half Sleeve Rompers, Sleepsuit, Onesie for newborn baby girls",Baby care ,86,Baby care 
Greendigo 100% Organic Cotton Sleeveless Frock / Dresses for new born baby girl,Baby care ,86,Baby care 
Greendigo 100% Organic Cotton Sleeveless Frock / Dresses for new born baby girl,Baby care ,86,Baby care 
Greendigo 100% Organic Cotton Sleeveless Frock / Dresses for new born baby girl,Baby care ,86,Baby care 
Greendigo 100% Organic Cotton Sleeveless Frock / Dresses for new born baby girl,Baby care ,86,Baby care 
Greendigo 100% Organic Cotton Sleeveless Frock / Dresses for new born baby girl,Baby care ,86,Baby care 
Greendigo Organic Cotton Sleeveless Baby Top and Pant Set for new born baby girls,Baby care ,86,Baby care 
Greendigo Organic Cotton Sleeveless Baby Top and Pant Set for new born baby girls,Baby care ,86,Baby care 
Greendigo Organic Cotton Sleeveless Baby Top and Pant Set for new born baby girls,Baby care ,86,Baby care 
Greendigo 100% Organic Cotton Half Sleeve Shirt and Short Set for New Born Baby Boys,Baby care ,86,Baby care 
Greendigo 100% Organic Cotton Half Sleeve Shirt and Short Set for New Born Baby Boys,Baby care ,86,Baby care 
Greendigo 100% Organic Cotton Half Sleeve Shirt and Short Set for New Born Baby Boys,Baby care ,86,Baby care 
Greendigo Organic Cotton Half Sleeve Shirt for New Born Baby Boys,Baby care ,86,Baby care 
Greendigo Organic Cotton Half Sleeve Shirt for New Born Baby Boys,Baby care ,86,Baby care 
Greendigo Organic Cotton Half Sleeve Shirt for New Born Baby Boys,Baby care ,86,Baby care 
Greendigo Organic Cotton Half Sleeve Shirt for New Born Baby Boys,Baby care ,86,Baby care 
Greendigo Organic Mulmul Cotton Half-sleeve Jhabla for baby (set of 3) 0-3 months for new born babies,Baby clothing ,96,Baby clothing 
Greendigo Organic Mulmul Cotton Sleeveless Jhabla for baby (set of 2) 0-3 months for new born babies,Baby clothing ,99,Baby clothing 
Greendigo Organic Mulmul Cotton Sleeveless Jhabla for baby (set of 2) 0-3 months for new born babies,Baby clothing ,99,Baby clothing 
Greendigo Organic Mulmul Cotton Sleeveless Jhabla for baby (set of 2) 0-3 months for new born babies,Baby clothing ,99,Baby clothing 
Greendigo Organic Mulmul Cotton Sleeveless Jhabla for baby (set of 3) 0-3 months for new born babies,Baby clothing ,100,Baby clothing 
Greendigo Organic Mulmul Cotton Sleeveless Jhabla for baby (set of 3) 0-3 months for new born babies,Baby clothing ,100,Baby clothing 
"MamyPoko Pants Extra Absorb Baby Diapers, New Born/X-Small (NB/XS),76 Count, Upto 5kg",Diapers ,100,Diapers 
POWD MAMA PROTINEX CHOCOLATE[NUTRICIA] POWDER (250 gram),Moms snacks ,100,Moms snacks 
PROHANCE- D VANILLA[SUN] 1 UNIT POWDER (400 gram),Baby care ,86,Baby care 
LACTOGEN-3 REFILL[NESTLE] POWD (450 gram),Diapers ,86,Diapers 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
LAMINO SHE VANILLA FLAVOUR[LA] 1 UNIT DISKETTE (40 Bis),Diapers ,86,Diapers 
AndCircus Maternity Comfort Panty,Moms clothing ,100,Moms clothing 
AndCircus Maternity Comfort Panty,Moms clothing ,100,Moms clothing 
AndCircus Maternity Comfort Panty,Moms clothing ,100,Moms clothing 
AndCircus Maternity Comfort Panty,Moms clothing ,100,Moms clothing 
AndCircus Maternity Comfort Panty,Moms clothing ,100,Moms clothing 
Pro Pl Lite Chocolate Powder Specilaized Nutrition for healthy Pregnancies 200 gm,Nursery and gear ,86,Nursery and gear 
VIVAMOM-KESAR BADAM SF[SIGNUTRA] 1 UNIT (200 gram),Diapers ,86,Diapers 
Threptin Regular Big Diskettes 1000 gm,Moms snacks ,100,Moms snacks 
R for Rabbit Manual Feeding Breast Pump (Pink),Feeding ,100,Feeding 
R for Rabbit Manual Feeding Breast Pump (Purple),Feeding ,100,Feeding 
"R for Rabbit Upsy Daisy Baby Carrier With 4 In 1 Carry Position, 100% Cotton Fabric(Brown Cream)",Nursery and gear ,93,Nursery and gear 
"R for Rabbit Hug Me Elite Front & Back Carrier Position, Soft Linen Fabric, Wide Strap With Cap & Mobile Pocket(Cream)",Nursery and gear ,96,Nursery and gear 
Tiny Lane Newborn Baby Gift Pack | Pack of 7,Baby care ,86,Baby care 
Tiny Lane Super Soft Baby Vests | Pack of 5 Jhablas,Baby clothing ,100,Baby clothing 
Tiny Lane Snuggle Blanket Gift Pack | Pack of 5,Diapers ,86,Diapers 
Tiny Lane Snuggle Blanket Gift Pack | Pack of 5,Diapers ,86,Diapers 
Tiny Lane Peach Snuggle Blanket Gift Pack | Pack of 7,Diapers ,86,Diapers 
Tiny Lane Snuggle Blanket Gift Pack | Pack of 5,Diapers ,86,Diapers 
Tiny Lane Jumbo Gift Pack - Infant Essentials | Pack of 10,Diapers ,86,Diapers 
Tiny Lane Jumbo Gift Pack - Infant Essentials | Pack of 10,Diapers ,86,Diapers 
Tiny Lane Jumbo Gift Pack - Infant Essentials | Pack of 10,Diapers ,86,Diapers 
Tiny Lane Jumbo Gift Pack - Infant Essentials | Pack of 10,Diapers ,86,Diapers 
Tiny Lane Mama's Bag(Teal) - My lil things,Diapers ,86,Diapers 
Tiny Lane Mama's Bag(Cute Crimson) - My lil things,Moms bath ,86,Moms bath 
Tiny Lane Super Soft Washcloths | Pack of 4,Baby care ,100,Baby care 
Tiny Lane Super Soft Baby Essentials Combo,Baby clothing ,100,Baby clothing 
Tiny Lane Jungle Tribe Baby Gift Set | Pack Of 7,Baby care ,86,Baby care 
Tiny Lane All In One Baby Minty Gift Set | Pack Of 9,Baby care ,86,Baby care 
Tiny Lane Newborn Baby Peach Combo Set | Pack Of 5,Baby care ,86,Baby care 
Tiny Lane Newborn Baby Gift Pack | Pack of 8,Baby care ,86,Baby care 
Tiny Lane Newborn Baby Gift Pack | Pack of 7,Baby care ,86,Baby care 
Tiny Lane Newborn Baby Giftset Pack of 11,Baby care ,86,Baby care 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
And Circus Maternity Nursing Bra,Moms clothing ,100,Moms clothing 
Abdogrip universal waist belt for post maternity,Pregnancy pillow ,100,Pregnancy pillow 
A Toddler Thing - Organic Muslin Reversible Blanket Whale Star (0-12 months),Baby clothing ,92,Baby clothing 
A Toddler Thing - Organic Muslin Reversible Blanket Air Hopper (0-12 months),Baby clothing ,91,Baby clothing 
A Toddler Thing - Organic Muslin Reversible Blanket Snail Mail (0-12 months),Baby clothing ,100,Baby clothing 
A Toddler Thing - Organic Muslin Reversible Blanket Woodlanders (0-12 months),Baby clothing ,89,Baby clothing 
A Toddler Thing - Organic Muslin Swaddles Whale Star (0-12 months),Infant formula ,86,Infant formula 
A Toddler Thing - Organic Muslin Swaddles Air Hopper (0-12 months),Infant formula ,86,Infant formula 
A Toddler Thing - Organic Muslin Swaddles Snail Mail (0-12 months),Baby clothing ,87,Baby clothing 
A Toddler Thing - Organic Muslin Swaddles Woodlanders (0-12 months),Infant formula ,86,Infant formula 
A Toddler Thing - Organic Muslin Sleepsuit Dollyfin,Baby clothing ,89,Baby clothing 
A Toddler Thing - Organic Muslin Sleepsuit Roar,Baby clothing ,89,Baby clothing 
A Toddler Thing - Organic Muslin Sleepsuit Baby Dino,Baby care ,86,Baby care 
A Toddler Thing - Organic Muslin Sleepsuit Jungle,Baby clothing ,87,Baby clothing 
A Toddler Thing - Organic Muslin Sleepsuit Woodlanders,Baby clothing ,92,Baby clothing 
A Toddler Thing - Organic Muslin Sleepsuit Buzzing Bee,Infant formula ,86,Infant formula 
A Toddler Thing - Organic Muslin Sleepsuit Doodle Dance,Baby clothing ,100,Baby clothing 
A Toddler Thing - Organic Muslin Sleepsuit Twinkling Stars,Infant formula ,86,Infant formula 
R for Rabbit Feather Diaper Taped Style Pants Size XXXL (Pack of 24),Nursery and gear ,86,Nursery and gear 
R for Rabbit Jelly Bean 3 In 1 Multi-Functional Kids Chair Green Blue,Nursery and gear ,100,Nursery and gear 
R for Rabbit Jelly Bean 3 In 1 Multi-Functional Kids Chair Orange Blue,Nursery and gear ,100,Nursery and gear 
R for Rabbit Jelly Bean 3 In 1 Multi-Functional Kids Chair Green Purple,Nursery and gear ,96,Nursery and gear 
R for Rabbit First Play Cozy Play Gym Elevate Your Baby's Playtime Experience Pink,Feeding ,100,Feeding 
R for Rabbit First Play Cozy Play Gym Elevate Your Baby's Playtime Experience Blue,Nursery and gear ,100,Nursery and gear 
Curatio Atogla Baby Moisturising Lotion 200 ml,Baby care ,100,Baby care 
Philips Avent NATURAL response Feeding bottle 330 ml Single 11OZ NDIA SCY906/01,Feeding ,100,Feeding 
"Tummy Friendly Foods Millet Cookies - Oats and Chocolate - 4 Packs - 75 g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Baby food ,92,Baby food 
"Tummy Friendly Foods Millet Cookies - Peanut Butter - 4 Packs - 75 g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Moms snacks ,89,Moms snacks 
"Tummy Friendly Foods Millet Cookies - Coconut - 4 Packs - 75 g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Moms snacks ,92,Moms snacks 
"Tummy Friendly Foods Millet Cookies - Chocolate - 4 Packs - 75 g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Moms snacks ,94,Moms snacks 
"Tummy Friendly Foods Chocolate Nuts and Seeds Mix - 1 pack - 100 g . Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Baby food ,87,Baby food 
"Tummy Friendly Foods Millet Cookies - Chocolate, Oats-Chocolate - Pack of 2 - 75g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Baby food ,100,Baby food 
"Tummy Friendly Foods Millet Cookies - Coconut, Peanut Butter - Pack of 2 - 75g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Moms snacks ,93,Moms snacks 
"Tummy Friendly Foods Millet Cookies - Chocolate, Coconut - Pack of 2 - 75g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Moms snacks ,100,Moms snacks 
"Tummy Friendly Foods Millet Cookies - Chocolate, Peanut Butter - Pack of 2 - 75g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Moms snacks ,95,Moms snacks 
"Tummy Friendly Foods Millet Cookies - Assorted Pack of 4 - 75g each. Healthy Biscuits made of Ragi, Jaggery for baby, kids and adults. Nutricious snacks for kids for school",Baby food ,100,Baby food 
"Tummy Friendly Foods Millet Cookies - Oats and Chocolate - 75 g. Healthy Ragi cookies for Baby, Kids & Adults",Baby food ,90,Baby food 
"Tummy Friendly Foods Millet Cookies - Peanut Butter - 75 g. Healthy Ragi Jaggery Biscuits for Baby, Kids & Adults",Baby care ,86,Baby care 
"Tummy Friendly Foods Millet Cookies - Coconut - 75 g. Healthy Ragi Biscuits for Baby, Kids & Adults",Moms snacks ,92,Moms snacks 
"Tummy Friendly Foods Millet Cookies - Chocolate - 75 g. Healthy Ragi cookies for Baby, Kids & Adults",Baby food ,92,Baby food 
"Tummy Friendly Foods Chocolate Nuts and Seeds Mix - Pack of 2 - 100g each, (200gm). Healthy Snacks for Kids & Adults",Baby food ,89,Baby food 
"Tummy Friendly Foods 100% Organic Health Mix for Kids and Adults. No Chemicals, No Pesticides, No GMO 3200 g (Pack of 4)",Nursery and gear ,86,Nursery and gear 
Tummy Friendly Foods Dry Dates Powder from Premium Arabian Dates |Kharek Powder Cereal (300 g),Baby care ,86,Baby care 
Tummy Friendly Foods Organic Millet Health Mix With Sesame Seeds and Curry Leaves 800 g,Moms bath ,86,Moms bath 
"Tummy Friendly Foods Certified Stage3 Porridge Mixes Trial Packs - Ragi, Oats, MultiGrain |Organic Baby Food for 8 Months Old Baby |3 Packs, 50g Each Cereal (150 g, Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Millet Pancake Mix - Chocolate, Seeds. HealthyBreakfast. 2 Packs 150g Each Cocoa Powder (2 x 150 g)",Baby care ,86,Baby care 
"Tummy Friendly Foods Instant Porridge Mix for Toddlers. Travel Friendly. Organic Sprouted Ragi Cereal (200 g, Pack of 2)",Baby food ,100,Baby food 
"Tummy Friendly Foods Millet Pancake Mix - Chocolate, Dates, Nuts. HealthyBreakfast. 2 Packs 150g Each Cocoa Powder (2 x 150 g)",Baby care ,86,Baby care 
Tummy Friendly Foods Organic Millet Khichdi Mix With Vegetables for Toddler Cereal (200 g),Nursery and gear ,86,Nursery and gear 
"Tummy Friendly Foods Certified Organic Stage2 Sprouted Porridge Mixes Trial Packs | Organic Baby Food for 6 Months Old | Sprouted Ragi, Sprouted Brown Rice, Oats, Dal & Vegetable | 50g Each, Cereal (150 g, Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Organic Health Mix for Kids and Adults. No Chemicals, No Pesticides 800 g",Nursery and gear ,86,Nursery and gear 
"Tummy Friendly Foods Certified 100% Organic Oats and Organic Oats, Beetroot Porridge Mixes , Organic Baby Food for 6 Months Old , Rich in Beta-Glucan, Protein & Fibre , 200g Each, 2 Packs Cereal (400 g, Pack of 2)",Baby food ,100,Baby food 
"Tummy Friendly Foods Millet Pancake Mix - Dates, Nuts, Seeds. HealthyBreakfast. 2 Packs 150g Each Cocoa Powder (2 x 150 g)",Baby care ,86,Baby care 
"Tummy Friendly Foods 100% Organic Health Mix for Kids and Adults. No Chemicals, No Pesticides 300 g (Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Dry Dates Powder from Premium Arabian Dates |Kharek Powder Cereal (400 g, Pack of 2)",Baby care ,86,Baby care 
"Tummy Friendly Foods Aluminium-Free Millet Pancake Mixes Trial Packs with Chocolate, Nuts, Veggies 150 g (Pack of 4)",Diapers ,86,Diapers 
Tummy Friendly Foods Aluminium-Free Millet Pancake Mix with Vegetables 800 g,Baby care ,86,Baby care 
"Tummy Friendly Foods Organic Health Mix for Kids and Adults. No Pesticides, No Chemicals 200 g (Pack of 2)",Nursery and gear ,86,Nursery and gear 
"Tummy Friendly Foods Organic Millet Health Mix With Bittergourd, Methi Seeds, Moringa Leaves 800 g",Diapers ,86,Diapers 
Tummy Friendly Foods Aluminium-Free Millet Pancake Mix - Chocolate - 800g 800 g,Infant formula ,86,Infant formula 
Tummy Friendly Foods Aluminium-Free Millet Pancake Mix - Vanilla Mixed Seeds 800 g,Infant formula ,86,Infant formula 
Tummy Friendly Foods Natural Raw Kerala Banana Powder | Raw Nendran Banana Powder | No Chemicals Cereal (200 g),Baby care ,86,Baby care 
Tummy Friendly Foods Aluminium-Free Millet Pancake Mix with Dates and Nuts 800 g,Baby care ,86,Baby care 
"Tummy Friendly Foods Certified 100% Organic Oats Porridge Mix , Organic Baby Food for 6 Months Old , Rich in Beta-Glucan, Protein & Fibre , 200g Each, 2 Packs Cereal (400 g, Pack of 2)",Baby food ,94,Baby food 
"Tummy Friendly Foods Millet Pancake Mix - Chocolate, Veggies. HealthyBreakfast. 2 Packs 150g Each Cocoa Powder (2 x 150 g)",Baby care ,86,Baby care 
Tummy Friendly Foods Organic Sprouted Ragi Almonds Dates Porridge Mix | Made of Sprouted Ragi Powder Cereal (200 g),Baby care ,86,Baby care 
"Tummy Friendly Foods Organic Brown Rice, Oats Khichdi Mix for Toddler, 1 year plus Cereal (200 g)",Nursery and gear ,86,Nursery and gear 
"Tummy Friendly Foods Certified Brown Rice Porridge Mixes - Stage1, Stage2, Stage3 | Rich in Gamma-Aminobutyric Acid (GABA), Protein |3 Packs, 50g Each Cereal (150 g, Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Certified Ragi Porridge Mixes - Stage1, Stage2, Stage3 | Rich in Calcium, Iron, Fibre & Micro-Nutrients |3 Packs, 50g Each Cereal (150 g, Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Organic Health Mix for Kids and Adults. No Chemicals, No Pesticides 400 g (Pack of 4)",Nursery and gear ,86,Nursery and gear 
"Tummy Friendly Foods Certified 100% Organic Oats, Beetroot Porridge Mix | Organic Baby Food for 6 Months Old | Rich in Beta-Glucan, Protein & Fibre| 200g Cereal (200 g)",Baby food ,92,Baby food 
"Tummy Friendly Foods Certified Organic Oats, Green Moong, Spinach Porridge Mix | Organic Baby Food for 8 Months Old | Made of Sprouted Whole Green Moong | Rich in Iron, Protein & Micro-Nutrients | 200g Cereal (200 g)",Baby care ,86,Baby care 
"Tummy Friendly Foods Certified Stage3 Porridge Mixes Trial Packs - Ragi, Sathu Maavu, MultiGrain | Organic Baby Food for 8 Months Old Baby |3 Packs, 50g Each Cereal (150 g, Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Certified Oats Porridge Mixes - Stage1, Stage2, Stage3 | Rich in Beta-Glucan, Protein & Fibre|3 Packs, 50g Each Cereal (150 g, Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Certified Stage3 Porridge Mixes Trial Packs - Ragi, MultiGrain, Oats, Sathu Maavu | Organic Baby Food for 8 Months Old Baby |4 Packs, 50g Each Cereal (200 g, Pack of 4)",Baby care ,86,Baby care 
Tummy Friendly Foods Premium Nuts and Dates Powder | Healthy Fat with Natural Sweetener - 200g Cereal (200 g),Baby care ,86,Baby care 
"Tummy Friendly Foods Certified 100% Organic Oats, Beetroot Porridge Mix , Organic Baby Food for 6 Months Old , Rich in Beta-Glucan, Protein & Fibre, 200g Each, 2 Packs Cereal (400 g, Pack of 2)",Baby food ,95,Baby food 
"Tummy Friendly Foods Millet Pancake Mix - Veggies, Dates, Nuts. HealthyBreakfast. 2 Packs 150g Each Cocoa Powder (2 x 150 g)",Baby care ,86,Baby care 
Tummy Friendly Foods Premium Nuts and Dates Powder | Healthy Fat with Natural Sweetener - 100g Cereal (100 g),Baby care ,86,Baby care 
"Tummy Friendly Foods Premium Nuts, Seeds and Dates Powder | Dry Fruits Powder for Baby - 100g Cereal (100 g)",Baby care ,86,Baby care 
"Tummy Friendly Foods Aluminium-Free Millet Pancake Mixes Trial Packs with Chocolate, Nuts, Veggies 50 g (Pack of 4)",Diapers ,86,Diapers 
"Tummy Friendly Foods Certified Organic Sprouted Ragi, Almond, Oats, Sweet Potato Porridge Mix | Made of Sprouted Whole Grain Ragi | Rich in Calcium, Iron, Healthy-Fat, Fibre & Micro-Nutrients |200g Cereal (200 g)",Diapers ,86,Diapers 
"Tummy Friendly Foods Certified Organic Sprouted Sathu Maavu Porridge Mix |Made of Sprouted Ragi, Whole Grains, Pulses & Nuts | Rich in Protein & healthy-Fat For Baby Weight Gain| 200g Cereal (200 g)",Baby care ,86,Baby care 
"Tummy Friendly Foods 100% Organic Health Mix for Kids and Adults. No Chemicals, No Pesticides, No GMO 500 g (Pack of 5)",Nursery and gear ,86,Nursery and gear 
"Tummy Friendly Foods Organic Certified Stage3 Sprouted Porridge Mixes Combo - 4 Packs With Oats | Organic Baby Food for 8 Months Old Baby |4 Packs, 200g Each Cereal (800 g, Pack of 4)",Baby food ,97,Baby food 
"Tummy Friendly Foods Certified 100% Organic Oats Porridge Mix | Organic Baby Food for 6 Months Old | Rich in Beta-Glucan, Protein & Fibre| 200g Cereal (200 g, 6+ Months)",Baby food ,92,Baby food 
"Tummy Friendly Foods Certified Organic Sprouted Ragi Porridge Mix | Made of Organic Sprouted Ragi for Baby| Rich in Calcium, Iron, Fibre & Micro-Nutrients | 200g Cereal (200 g)",Baby care ,86,Baby care 
"Tummy Friendly Foods Certified Organic Sprouted Brown Rice, Red Lentil, Spinach, Green Peas Porridge Mix | Excellent Weight Gain Baby Food| Made of Sprouted Brown Rice | 200g Cereal (200 g)",Feeding ,100,Feeding 
"Tummy Friendly Foods Organic Health Mix for Kids and Adults. No Chemicals, No Pesticides 1600 g (Pack of 2)",Nursery and gear ,86,Nursery and gear 
"Tummy Friendly Foods Certified Organic Stage1 Sprouted Porridge Mixes Combo Pack| Sprouted Ragi, Sprouted Brown Rice and Oats | 200g Each, Cereal (600 g, Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Natural Sweeteners Premium Dates, Organic Jaggery Powder - 2 Packs, 200g Each Cereal (400 g, Pack of 2)",Baby care ,86,Baby care 
"Tummy Friendly Foods 100% Organic Health Mix for Kids and Adults. No Chemicals, No Pesticides, No GMO 2400 g (Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Organic Certified Stage3 Sprouted Porridge Mixes Combo - 4 Packs With Brown Rice | Organic Baby Food for 8 Months Old Baby |4 Packs, 200g Each Cereal (800 g, Pack of 4)",Baby food ,100,Baby food 
"Tummy Friendly Foods Organic Certified Stage3 Sprouted Porridge Mixes Combo - 5 Packs | Organic Baby Food for 8 Months Old Baby |5 Packs, 200g Each Cereal (1 kg, Pack of 5)",Baby food ,92,Baby food 
"Tummy Friendly Foods Certified 100% Organic Sprouted Ragi, Moong Dal, Beetroot Porridge Mix | Organic Baby Food for 6 Months Old | Made of Sprouted Ragi for Baby |Rich in Calcium, Iron, Fibre & Micro-Nutrients | 200g Cereal (200 g)",Baby care ,86,Baby care 
"Tummy Friendly Foods Certified 100% Organic Sprouted Brown Rice, Moong Dal Porridge Mix |Excellent Weight Gain Baby Food|Made of Sprouted Whole Grain Brown Rice | 200g Cereal (200 g)",Baby food ,100,Baby food 
"Tummy Friendly Foods Certified Stage1 Porridge Mixes | Organic Baby Food for 6 Months Old Baby | Ragi, Brown Rice - 2 Packs, 200g Each Cereal (400 g, Pack of 2)",Baby food ,87,Baby food 
"Tummy Friendly Foods Certified Stage2 Porridge Mixes | Organic Baby Food for 6 Months Old Baby | Ragi, Brown Rice - 2 Packs, 200g Each Cereal (400 g, Pack of 2)",Baby food ,87,Baby food 
"Tummy Friendly Foods Certified Organic Stage2 Sprouted Porridge Mixes Combo Pack |Sprouted Ragi, Brown Rice, Oats, Dal & Vegetable | 200g Each, Cereal (600 g, Pack of 3)",Infant formula ,86,Infant formula 
"Tummy Friendly Foods Certified Organic Sprouted Multi Grain Fruit Vegetable Porridge Mix (Sprouted Wheat, Oats, Banana, Beetroot, Green Peas), Organic Baby Food For 8 Months Old , Made of Sprouted Whole Wheat , 200g Each, 2Packs Cereal (400 g, Pack of 2)",Baby food ,100,Baby food 
"Tummy Friendly Foods Certified Organic Stage3 Sprouted Porridge Mixes Combo Pack | Organic Baby Food for 8 Months Old | Sprouted Ragi, Brown Rice, Oats, Sathu Maavu, Pulses, Vegetables & Fruit | 200g Each, Cereal (600 g, Pack of 3)",Baby food ,89,Baby food 
"Tummy Friendly Foods Natural Raw Kerala Banana Powder | Raw Nendran Banana Powder | No Chemicals Cereal (400 g, Pack of 2)",Baby care ,86,Baby care 
"Tummy Friendly Foods Dry Dates Powder and Raw Kerala Banana Powder Cereal (200 g, Pack of 2)",Baby care ,86,Baby care 
"Tummy Friendly Foods Certified Organic Sprouted Ragi Porridge Mix , Made of Organic Sprouted Ragi for Baby, Rich in Calcium, Iron, Fibre & Micro-Nutrients ,200g Each, 2 Packs Cereal (400 g, Pack of 2, 6+ Months)",Baby care ,86,Baby care 
"Tummy Friendly Foods Premium Nuts, Seeds and Dates Powder | Dry Fruits Powder for Baby - 200g Cereal (200 g, 8+ Months)",Baby care ,86,Baby care 
"Tummy Friendly Foods Certified 100% Organic Sprouted Ragi, Oats, Red Lentil, Banana Porridge Mix , Made of Sprouted Whole Grain Ragi, Oats , Rich in Calcium, Iron, Fibre & Micro-Nutrients ,200g Each, 2Packs Cereal (400 g, Pack of 2)",Diapers ,86,Diapers 
"Tummy Friendly Foods Certified 100% Organic Sprouted Sathu Maavu Porridge Mix ,Made of Sprouted Ragi, Whole Grains, Pulses & Nuts , Rich in Protein & healthy-Fat For Baby Weight Gain, 200g Each, 2Packs Cereal (400 g, Pack of 2)",Baby care ,86,Baby care 
"Tummy Friendly Foods Certified Stage3 Porridge Mixes | Organic Baby Food for 8 Months Old Baby | Ragi, Brown Rice - 2 Packs, 200g Each Cereal (400 g, Pack of 2)",Baby food ,91,Baby food 
"Tummy Friendly Foods Certified 100% Organic Sprouted Brown Rice Porridge Mix | Organic Baby Food for 6 Months Old | Excellent Weight Gain Baby Food| Made of Sprouted Whole Grain Brown Rice | 200g Cereal (200 g, 6+ Months)",Baby food ,92,Baby food 
"Tummy Friendly Foods Certified Stage1, Stage2 Porridge Mixes - Trial Packs | Organic Baby Food for 6 Months Old Baby |6 Packs, 50g Each Cereal (300 g, Pack of 6, 8+ Months)",Baby care ,86,Baby care 
Tummy Friendly Foods Dry Dates Powder from Premium Arabian Dates |Kharek Powder Cereal (200 g),Baby care ,86,Baby care 
"Tummy Friendly Foods CertifiedOrganic Baby Food For Toddlers 1+ Year, Dry Fruits Powder for Baby Kids Cereal (500 g, Pack of 9, 12+ Months)",Baby food ,100,Baby food 
